EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
510047,E CENTRAL S.J. VALLEY (ZONE), ,05/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84481,Z,90,HNX,0,0,Emergency Manager, , , , , , , , ,05/31/2014,2359, , , , ,"","The California drought continued in full force during the month of May, 2014. Extreme to Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region.  This extent of exceptional drought is extremely unusual for California.  In addition precipitation deficits continue to mount as the region was nearing the end of the rainy season with continued deficits.  As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",19
510053,S SIERRA MTNS (ZONE), ,05/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84481,Z,96,HNX,0,0,Emergency Manager, , , , , , , , ,05/31/2014,2359, , , , ,"","The California drought continued in full force during the month of May, 2014. Extreme to Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region.  This extent of exceptional drought is extremely unusual for California.  In addition precipitation deficits continue to mount as the region was nearing the end of the rainy season with continued deficits.  As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",20
517659,E CENTRAL S.J. VALLEY (ZONE), ,06/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,85737,Z,90,HNX,0,0,Emergency Manager, , , , , , , , ,06/30/2014,2359, , , , ,"","The California drought continued in full force during the month of June, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",21
517666,S SIERRA MTNS (ZONE), ,06/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,85737,Z,96,HNX,0,0,Emergency Manager, , , , , , , , ,06/30/2014,2359, , , , ,"","The California drought continued in full force during the month of June, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",22
517663,S SIERRA FOOTHILLS (ZONE), ,06/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,85737,Z,93,HNX,0,0,Emergency Manager, , , , , , , , ,06/30/2014,2359, , , , ,"","The California drought continued in full force during the month of June, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",23
529124,E CENTRAL S.J. VALLEY (ZONE), ,07/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,87698,Z,90,HNX,0,0,Emergency Manager, , , , , , , , ,07/31/2014,2359, , , , ,"","The California drought continued in full force during the month of July, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",24
529132,S SIERRA MTNS (ZONE), ,07/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,87698,Z,96,HNX,0,0,Emergency Manager, , , , , , , , ,07/31/2014,2359, , , , ,"","The California drought continued in full force during the month of July, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",25
529128,S SIERRA FOOTHILLS (ZONE), ,07/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,87698,Z,93,HNX,0,0,Emergency Manager, , , , , , , , ,07/31/2014,2359, , , , ,"","The California drought continued in full force during the month of July, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",26
533005,S SIERRA FOOTHILLS (ZONE), ,08/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,88370,Z,93,HNX,0,0,Emergency Manager, , , , , , , , ,08/31/2014,2359, , , , ,"","The California drought continued in full force during the month of August, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",27
533001,E CENTRAL S.J. VALLEY (ZONE), ,08/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,88370,Z,90,HNX,0,0,Emergency Manager, , , , , , , , ,08/31/2014,2359, , , , ,"","The California drought continued in full force during the month of August, 2014. Exceptional drought was detected by the U.S. Drought Monitor for almost the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",28
